id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_principal,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,latitude,longitude,total_vitimas,n_mortos,n_feridos_graves,n_feridos_leves,n_ilesos,n_ignorados,indice_gravidade,gravidade_cat,tracado_simplificado,pista_tipo,area_tipo,clima_adverso,periodo_dia,municipio_clean
635316,2024-10-16,quarta-feira,15:20:00,DF,60,"7,9  ",BRASILIA,Sim,Acumulo de óleo sobre o pavimento,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Reta;Declive,Sim  ,-15.901237,-48.122334,4,0,0,0,2,2,0,Sem_Lesoes,Inclinacao,Simples,Urbana,Adverso,Dia,BRASILIA
635336,2024-10-16,quarta-feira,16:40:00,DF,20,24   ,BRASILIA,Sim,Acumulo de água sobre o pavimento,Colisão com objeto,Sem Vítimas,Anoitecer,Crescente,Chuva,Dupla,Curva,Não  ,-15.594831,-47.658615,2,0,0,0,2,0,0,Sem_Lesoes,Curva,Simples,Rural,Adverso,Transicao,BRASILIA
635531,2024-10-17,quinta-feira,17:35:00,DF,40,"5,8  ",BRASILIA,Não,Chuva,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim  ,-16.020903,-47.980541,18,0,0,6,12,0,6,Leve,Reta,Simples,Urbana,Normal,Dia,BRASILIA
635627,2024-10-18,sexta-feira,06:00:00,GO,414,"428,4",ABADIANIA,Sim,Acesso irregular,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Simples,Reta,Não  ,-16.1899491,-48.9054938,8,0,4,0,4,0,8,Grave,Reta,Simples,Rural,Normal,Transicao,ABADIANIA
637264,2024-10-25,sexta-feira,10:35:00,DF,70,19   ,BRASILIA,Não,Chuva,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Declive,Sim  ,-15.788868,-48.220242,40,0,24,8,0,8,56,Grave,Inclinacao,Simples,Urbana,Adverso,Dia,BRASILIA
636566,2024-10-21,segunda-feira,20:05:00,GO,50,"101,9",CRISTALINA,Não,Iluminação deficiente,Queda de ocupante de veículo,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Dupla,Reta,Não  ,-16.7910655,-47.641182,30,15,0,0,0,15,60,Fatal,Reta,Simples,Rural,Adverso,Noite,CRISTALINA
636751,2024-10-22,terça-feira,20:20:00,GO,60,"0,1  ",SANTO ANTONIO DO DESCOBERTO,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta;Aclive,Não  ,-16.053785,-48.260408,12,0,0,12,0,0,12,Leve,Inclinacao,Simples,Rural,Adverso,Noite,SANTO ANTONIO DO DESCOBERTO
636768,2024-10-22,terça-feira,22:15:00,DF,60,"28,3 ",BRASILIA,Não,Pista Escorregadia,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Curva;Aclive,Não  ,-16.020638,-48.250832,8,0,0,4,4,0,4,Leve,Curva,Simples,Rural,Normal,Dia,BRASILIA
637528,2024-10-26,sábado,09:30:00,GO,20,"96,3 ",VILA BOA,Sim,Ausência de sinalização,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não  ,-14.975515,-47.014931,5,0,1,1,1,2,3,Grave,Reta,Simples,Rural,Normal,Dia,VILA BOA
637552,2024-10-26,sábado,14:15:00,DF,60,"8,1  ",BRASILIA,Não,Pista Escorregadia,Tombamento,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Reta;Declive,Sim  ,-15.904297,-48.134167,9,0,0,0,9,0,0,Sem_Lesoes,Inclinacao,Simples,Urbana,Adverso,Dia,BRASILIA
638104,2024-10-28,segunda-feira,20:55:00,GO,60,30   ,ALEXANIA,Não,Pista Escorregadia,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta;Declive,Sim  ,-16.0963,-48.5202,6,0,0,6,0,0,6,Leve,Inclinacao,Simples,Urbana,Adverso,Noite,ALEXANIA
638598,2024-10-31,quinta-feira,14:15:00,GO,414,373  ,COCALZINHO DE GOIAS,Sim,Acesso irregular,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim  ,-15.7960857,-48.7757386,5,0,0,1,2,2,1,Leve,Reta,Simples,Urbana,Normal,Dia,COCALZINHO DE GOIAS
638983,2024-11-02,sábado,06:32:00,GO,60,33   ,ALEXANIA,Não,Deficiência do Sistema de Iluminação/Sinalização,Colisão com objeto,Com Vítimas Feridas,Amanhecer,Decrescente,Nublado,Dupla,Reta,Sim  ,-16.090797,-48.513018,12,0,0,3,9,0,3,Leve,Reta,Simples,Urbana,Normal,Transicao,ALEXANIA
639160,2024-11-02,sábado,16:00:00,GO,414,"368,7",COCALZINHO DE GOIAS,Sim,Acumulo de óleo sobre o pavimento,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Declive;Reta,Não  ,-15.7535312,-48.729258,2,0,0,1,1,0,1,Leve,Inclinacao,Simples,Rural,Adverso,Dia,COCALZINHO DE GOIAS
639541,2024-11-04,segunda-feira,14:49:00,DF,70,19   ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não  ,-15.788868,-48.220242,16,0,0,16,0,0,16,Leve,Curva,Simples,Rural,Normal,Dia,BRASILIA
639680,2024-11-05,terça-feira,05:00:00,GO,20,"42,5 ",FORMOSA,Não,Iluminação deficiente,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Declive;Reta,Não  ,-15.39234,-47.100006,25,0,0,10,15,0,10,Leve,Inclinacao,Simples,Rural,Adverso,Noite,FORMOSA
639797,2024-11-05,terça-feira,18:29:00,DF,70,"15,8 ",BRASILIA,Não,Demais falhas na via,Atropelamento de Pedestre,Com Vítimas Fatais,Anoitecer,Crescente,Nublado,Dupla,Rotatória,Não  ,-15.795431,-48.19676,48,16,16,0,16,0,96,Fatal,Reta,Simples,Rural,Normal,Transicao,BRASILIA
639843,2024-11-05,terça-feira,19:30:00,DF,60,"5,8  ",BRASILIA,Sim,Acesso irregular,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim  ,-15.895438,-48.104771,1,0,0,1,0,0,1,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA
640057,2024-11-07,quinta-feira,02:29:00,GO,70,"0,5  ",AGUAS LINDAS DE GOIAS,Não,Pista Escorregadia,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta;Aclive,Não  ,-15.783543,-48.2326,6,0,0,6,0,0,6,Leve,Inclinacao,Simples,Rural,Adverso,Noite,AGUAS LINDAS DE GOIAS
640059,2024-11-07,quinta-feira,01:45:00,GO,40,79   ,CRISTALINA,Não,Ausência de sinalização,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Em Obras,Não  ,-16.663592,-47.720239,12,0,0,6,6,0,6,Leve,Reta,Simples,Rural,Normal,Noite,CRISTALINA
640212,2024-11-07,quinta-feira,19:15:00,DF,20,0    ,BRASILIA,Não,Pista Escorregadia,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim  ,-15.688145,-47.858797,2,0,0,2,0,0,2,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA
641195,2024-11-11,segunda-feira,19:00:00,DF,20,4    ,BRASILIA,Não,Declive acentuado,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Dupla,Reta;Declive,Não  ,-15.675484,-47.823761,18,0,0,9,9,0,9,Leve,Inclinacao,Simples,Rural,Normal,Transicao,BRASILIA
641214,2024-11-11,segunda-feira,22:43:00,DF,70,7    ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,Sim  ,-15.787601,-48.114429,4,0,0,2,0,2,2,Leve,Reta,Simples,Urbana,Adverso,Noite,BRASILIA
641615,2024-11-13,quarta-feira,19:40:00,DF,20,"10,3 ",BRASILIA,Não,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Reta;Interseção de Vias;Em Obras;Declive,Sim  ,-15.650243,-47.773872,48,0,0,16,32,0,16,Leve,Inclinacao,Simples,Urbana,Adverso,Noite,BRASILIA
642313,2024-11-16,sábado,17:21:00,GO,40,64   ,CRISTALINA,Sim,Pista Escorregadia,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Simples,Reta;Declive,Não  ,-16.555499,-47.78908,3,0,0,1,2,0,1,Leve,Inclinacao,Simples,Rural,Adverso,Dia,CRISTALINA
642359,2024-11-16,sábado,21:31:00,GO,40,7    ,VALPARAISO DE GOIAS,Não,Acumulo de água sobre o pavimento,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim  ,-16.108482,-47.972524,3,0,0,3,0,0,3,Leve,Reta,Simples,Urbana,Adverso,Noite,VALPARAISO DE GOIAS
643404,2024-11-22,sexta-feira,06:46:00,DF,40,3    ,BRASILIA,Sim,Acumulo de areia ou detritos sobre o pavimento,Colisão lateral mesmo sentido,Com Vítimas Feridas,Amanhecer,Decrescente,Nublado,Dupla,Interseção de Vias;Reta,Sim  ,-16.00042,-47.984603,4,0,0,2,2,0,2,Leve,Reta,Simples,Urbana,Normal,Transicao,BRASILIA
643409,2024-11-22,sexta-feira,06:50:00,DF,40,"2,7  ",BRASILIA,Sim,Acumulo de areia ou detritos sobre o pavimento,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim  ,-15.99435,-47.985947,2,0,0,2,0,0,2,Leve,Reta,Simples,Urbana,Normal,Dia,BRASILIA
643521,2024-11-22,sexta-feira,17:00:00,GO,20,3    ,FORMOSA,Sim,Acumulo de óleo sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim  ,-15.567487,-47.320309,2,0,0,2,0,0,2,Leve,Reta,Simples,Urbana,Normal,Dia,FORMOSA
643599,2024-11-22,sexta-feira,19:50:00,DF,251,57   ,BRASILIA,Não,Iluminação deficiente,Incêndio,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não  ,-15.978055,-47.95824,36,0,12,0,24,0,24,Grave,Reta,Simples,Rural,Normal,Noite,BRASILIA
643755,2024-11-23,sábado,16:45:00,DF,20,"5,6  ",BRASILIA,Não,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Não  ,-15.670546,-47.816044,12,0,0,6,6,0,6,Leve,Reta,Simples,Rural,Normal,Dia,BRASILIA
644052,2024-11-24,domingo,19:17:00,GO,70,"2,3  ",AGUAS LINDAS DE GOIAS,Não,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Crescente,Nublado,Dupla,Curva,Não  ,-15.767021,-48.229945,6,6,0,0,0,0,24,Fatal,Curva,Simples,Rural,Normal,Noite,AGUAS LINDAS DE GOIAS
644057,2024-11-24,domingo,22:17:00,GO,60,25   ,ALEXANIA,Não,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Reta,Sim  ,-16.10898,-48.448292,4,0,0,2,2,0,2,Leve,Reta,Simples,Urbana,Adverso,Noite,ALEXANIA
644067,2024-11-24,domingo,22:46:00,DF,70,7    ,BRASILIA,Sim,Acesso irregular,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim  ,-15.787601,-48.114429,9,0,0,6,3,0,6,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA
644853,2024-11-28,quinta-feira,19:43:00,DF,20,40   ,BRASILIA,Não,Iluminação deficiente,Colisão frontal,Com Vítimas Fatais,Plena Noite,Decrescente,Nublado,Dupla,Reta;Aclive,Não  ,-15.581853,-47.512711,30,10,0,0,20,0,40,Fatal,Inclinacao,Simples,Rural,Normal,Noite,BRASILIA
645452,2024-12-01,domingo,13:00:00,GO,60,"0,9  ",SANTO ANTONIO DO DESCOBERTO,Não,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Declive;Reta;Retorno Regulamentado,Não  ,-16.0593089,-48.2629982,8,0,0,4,4,0,4,Leve,Inclinacao,Simples,Rural,Normal,Dia,SANTO ANTONIO DO DESCOBERTO
645708,2024-12-02,segunda-feira,14:20:00,GO,60,29   ,ALEXANIA,Não,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Dupla,Reta;Aclive,Não  ,-16.0963,-48.5202,40,20,10,0,10,0,100,Fatal,Inclinacao,Simples,Rural,Adverso,Dia,ALEXANIA
645724,2024-12-02,segunda-feira,14:10:00,GO,40,42   ,LUZIANIA,Não,Pista Escorregadia,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Declive;Reta,Não  ,-16.37676,-47.830535,9,3,0,0,3,3,12,Fatal,Inclinacao,Simples,Rural,Adverso,Dia,LUZIANIA
646749,2024-10-29,terça-feira,06:34:00,GO,40,76   ,CRISTALINA,Não,Sinalização mal posicionada,Atropelamento de Pedestre,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Em Obras;Reta,Sim  ,-16.644545,-47.739479,16,4,0,0,4,8,16,Fatal,Reta,Simples,Urbana,Normal,Dia,CRISTALINA
647110,2024-12-08,domingo,16:36:00,GO,80,113  ,VILA PROPICIO,Não,Problema na suspensão,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Simples,Declive;Reta,Não  ,-15.208875,-48.697312,2,0,0,0,2,0,0,Sem_Lesoes,Inclinacao,Simples,Rural,Adverso,Dia,VILA PROPICIO
647381,2024-12-09,segunda-feira,22:35:00,DF,80,23   ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não  ,-15.638944,-48.20079,4,0,0,0,4,0,0,Sem_Lesoes,Reta,Simples,Rural,Normal,Noite,BRASILIA
647492,2024-12-10,terça-feira,12:54:00,DF,251,5    ,BRASILIA,Não,Velocidade Incompatível,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não  ,-16.007332,-47.552052,16,0,8,8,0,0,24,Grave,Reta,Simples,Rural,Normal,Dia,BRASILIA
647790,2024-12-11,quarta-feira,19:00:00,DF,70,10   ,BRASILIA,Não,Trafegar com motocicleta (ou similar) entre as faixas,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.787066,-48.140709,27,0,9,9,9,0,27,Grave,Reta,Simples,Urbana,Normal,Noite,BRASILIA
647902,2024-12-12,quinta-feira,10:20:00,GO,20,127  ,FLORES DE GOIAS,Sim,Acumulo de água sobre o pavimento,Capotamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não  ,-14.849504,-46.766163,16,0,0,0,16,0,0,Sem_Lesoes,Reta,Simples,Rural,Adverso,Dia,FLORES DE GOIAS
647930,2024-12-12,quinta-feira,14:15:00,DF,70,14   ,BRASILIA,Não,Demais falhas na via,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.7990775,-48.1824088,32,0,0,16,16,0,16,Leve,Reta,Simples,Urbana,Normal,Dia,BRASILIA
647931,2024-12-12,quinta-feira,14:20:00,DF,20,"21,7 ",BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Declive;Retorno Regulamentado;Reta,Sim  ,-15.603384,-47.684692,138,0,0,6,120,12,6,Leve,Inclinacao,Simples,Urbana,Adverso,Dia,BRASILIA
648242,2024-12-13,sexta-feira,19:00:00,DF,20,2    ,BRASILIA,Não,Iluminação deficiente,Atropelamento de Pedestre,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta;Aclive,Não  ,-15.682896,-47.840729,12,0,0,6,6,0,6,Leve,Inclinacao,Simples,Rural,Normal,Transicao,BRASILIA
648606,2024-12-15,domingo,03:30:00,DF,20,9    ,BRASILIA,Não,Ausência de reação do condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Chuva,Dupla,Declive;Reta,Sim  ,-15.654671,-47.782917,2,0,0,0,2,0,0,Sem_Lesoes,Inclinacao,Simples,Urbana,Adverso,Noite,BRASILIA
648676,2024-12-15,domingo,11:25:00,DF,20,16   ,BRASILIA,Sim,Pista Escorregadia,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.625675,-47.725159,2,0,0,0,2,0,0,Sem_Lesoes,Reta,Simples,Urbana,Normal,Dia,BRASILIA
648773,2024-12-15,domingo,17:00:00,DF,60,"27,4 ",BRASILIA,Não,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Declive;Reta,Não  ,-16.012222,-48.247662,8,0,0,8,0,0,8,Leve,Inclinacao,Simples,Rural,Adverso,Dia,BRASILIA
649039,2024-12-16,segunda-feira,20:15:00,DF,80,"22,4 ",BRASILIA,Não,Iluminação deficiente,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim  ,-15.647892,-48.201756,9,0,0,3,6,0,3,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA
649185,2024-12-17,terça-feira,13:40:00,GO,40,53   ,LUZIANIA,Não,Acumulo de água sobre o pavimento,Capotamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta;Aclive,Não  ,-16.468106,-47.807867,6,0,0,0,0,6,0,Sem_Lesoes,Inclinacao,Simples,Rural,Adverso,Dia,LUZIANIA
649254,2024-12-17,terça-feira,20:20:00,GO,414,404  ,CORUMBA DE GOIAS,Não,Velocidade Incompatível,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Curva,Não  ,-16.0090039,-48.8416308,15,0,0,3,3,9,3,Leve,Curva,Simples,Rural,Adverso,Noite,CORUMBA DE GOIAS
649606,2024-12-19,quinta-feira,13:57:00,GO,50,"119,4",CRISTALINA,Não,Velocidade Incompatível,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Declive,Não  ,-16.9309,-47.7117,8,0,0,4,4,0,4,Leve,Inclinacao,Simples,Rural,Adverso,Dia,CRISTALINA
649864,2024-12-20,sexta-feira,16:00:00,DF,20,"18,8 ",BRASILIA,Sim,Reação tardia ou ineficiente do condutor,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Declive;Reta;Retorno Regulamentado,Sim  ,-15.616901,-47.708927,27,0,0,0,9,18,0,Sem_Lesoes,Inclinacao,Simples,Urbana,Adverso,Dia,BRASILIA
649901,2024-12-20,sexta-feira,17:10:00,DF,40,6    ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim  ,-16.029741,-47.978867,16,0,0,8,8,0,8,Leve,Reta,Simples,Urbana,Adverso,Dia,BRASILIA
650718,2024-12-23,segunda-feira,07:30:00,GO,251,29   ,CRISTALINA,Não,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não  ,-16.088117,-47.5156516,8,0,4,0,4,0,8,Grave,Reta,Simples,Rural,Normal,Dia,CRISTALINA
650758,2024-12-23,segunda-feira,11:40:00,GO,60,"29,5 ",ALEXANIA,Não,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta;Declive,Sim  ,-16.098022,-48.480178,6,0,0,4,2,0,4,Leve,Inclinacao,Simples,Urbana,Adverso,Dia,ALEXANIA
651102,2024-12-24,terça-feira,22:40:00,GO,20,8    ,FORMOSA,Sim,Desrespeitar a preferência no cruzamento,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Sim  ,-15.554792,-47.274769,18,0,6,0,12,0,12,Grave,Curva,Simples,Urbana,Adverso,Noite,FORMOSA
651888,2024-12-28,sábado,13:45:00,GO,40,42   ,LUZIANIA,Sim,Acumulo de água sobre o pavimento,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não  ,-16.37676,-47.830535,4,0,0,1,3,0,1,Leve,Curva,Simples,Rural,Adverso,Dia,LUZIANIA
656770,2024-07-26,sexta-feira,21:45:00,DF,80,25   ,BRASILIA,Não,Iluminação deficiente,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim  ,-15.62121,-48.198963,8,0,4,0,4,0,8,Grave,Reta,Simples,Urbana,Normal,Noite,BRASILIA
