id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_principal,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,latitude,longitude,total_vitimas,n_mortos,n_feridos_graves,n_feridos_leves,n_ilesos,n_ignorados,indice_gravidade,gravidade_cat,tracado_simplificado,pista_tipo,area_tipo,clima_adverso,periodo_dia,municipio_clean,mca_dim_1,mca_dim_2,mca_dim_3,mca_dim_4,mca_dim_5,cluster
639160,2024-11-02,sábado,16:00:00,GO,414,"368,7",COCALZINHO DE GOIAS,Sim,Acumulo de óleo sobre o pavimento,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Declive;Reta,Não  ,-15.7535312,-48.729258,2.0,0.0,0,1,1,0,1,Leve,Inclinacao,Simples,Rural,Adverso,Dia,COCALZINHO DE GOIAS,0.6796725877794315,0.6167865546576673,-0.12770159793584923,0.14521513906215155,0.2305694792111725,2
639541,2024-11-04,segunda-feira,14:49:00,DF,70,19   ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não  ,-15.788868,-48.220242,16.0,0.0,0,16,0,0,16,Leve,Curva,Simples,Rural,Normal,Dia,BRASILIA,0.44707874843503703,-0.381823986769674,0.669948691285549,0.2880108547061191,0.5560816466127827,3
639680,2024-11-05,terça-feira,05:00:00,GO,20,"42,5 ",FORMOSA,Não,Iluminação deficiente,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Declive;Reta,Não  ,-15.39234,-47.100006,25.0,0.0,0,10,15,0,10,Leve,Inclinacao,Simples,Rural,Adverso,Noite,FORMOSA,0.7415514868175157,0.3737637926691428,-0.6859396539892678,0.1719833886787901,-0.15132704155360036,2
639797,2024-11-05,terça-feira,18:29:00,DF,70,"15,8 ",BRASILIA,Não,Demais falhas na via,Atropelamento de Pedestre,Com Vítimas Fatais,Anoitecer,Crescente,Nublado,Dupla,Rotatória,Não  ,-15.795431,-48.19676,48.0,16.0,16,0,16,0,96,Fatal,Reta,Simples,Rural,Normal,Transicao,BRASILIA,0.6378077671761172,-1.0281372187775162,0.17618988360213372,-0.1669779623950801,-0.6788764074914866,3
639843,2024-11-05,terça-feira,19:30:00,DF,60,"5,8  ",BRASILIA,Sim,Acesso irregular,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim  ,-15.895438,-48.104771,1.0,0.0,0,1,0,0,1,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.556583029932239,-0.19573909410250648,-0.32787476673231714,0.29487991319011914,-0.478629531525502,1
640057,2024-11-07,quinta-feira,02:29:00,GO,70,"0,5  ",AGUAS LINDAS DE GOIAS,Não,Pista Escorregadia,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta;Aclive,Não  ,-15.783543,-48.2326,6.0,0.0,0,6,0,0,6,Leve,Inclinacao,Simples,Rural,Adverso,Noite,AGUAS LINDAS DE GOIAS,0.7415514868175157,0.3737637926691428,-0.6859396539892678,0.1719833886787901,-0.15132704155360036,2
640059,2024-11-07,quinta-feira,01:45:00,GO,40,79   ,CRISTALINA,Não,Ausência de sinalização,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Em Obras,Não  ,-16.663592,-47.720239,12.0,0.0,0,6,6,0,6,Leve,Reta,Simples,Rural,Normal,Noite,CRISTALINA,-0.07000944677736169,-0.4365976829166499,-0.35509830740700743,0.23910423401873382,-0.361606446874318,1
640212,2024-11-07,quinta-feira,19:15:00,DF,20,0    ,BRASILIA,Não,Pista Escorregadia,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim  ,-15.688145,-47.858797,2.0,0.0,0,2,0,0,2,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.556583029932239,-0.19573909410250648,-0.32787476673231714,0.29487991319011914,-0.478629531525502,1
641195,2024-11-11,segunda-feira,19:00:00,DF,20,4    ,BRASILIA,Não,Declive acentuado,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Dupla,Reta;Declive,Não  ,-15.675484,-47.823761,18.0,0.0,0,9,9,0,9,Leve,Inclinacao,Simples,Rural,Normal,Transicao,BRASILIA,0.7459244998922164,-0.322597807583182,0.435879983531452,0.4026362893763655,-0.7575769342817248,3
641214,2024-11-11,segunda-feira,22:43:00,DF,70,7    ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,Sim  ,-15.787601,-48.114429,4.0,0.0,0,2,0,2,2,Leve,Reta,Simples,Urbana,Adverso,Noite,BRASILIA,-0.24777323756972347,0.32782082028064846,-0.44333940891357887,0.1731225819046107,-0.4045238846104424,8
641615,2024-11-13,quarta-feira,19:40:00,DF,20,"10,3 ",BRASILIA,Não,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Reta;Interseção de Vias;Em Obras;Declive,Sim  ,-15.650243,-47.773872,48.0,0.0,0,16,32,0,16,Leve,Inclinacao,Simples,Urbana,Adverso,Noite,BRASILIA,0.2549779036626384,0.6146223814832862,-0.6587161133145775,0.22775906785017544,-0.2683501262047844,2
642313,2024-11-16,sábado,17:21:00,GO,40,64   ,CRISTALINA,Sim,Pista Escorregadia,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Simples,Reta;Declive,Não  ,-16.555499,-47.78908,3.0,0.0,0,1,2,0,1,Leve,Inclinacao,Simples,Rural,Adverso,Dia,CRISTALINA,0.6796725877794315,0.6167865546576673,-0.12770159793584923,0.14521513906215155,0.2305694792111725,2
642359,2024-11-16,sábado,21:31:00,GO,40,7    ,VALPARAISO DE GOIAS,Não,Acumulo de água sobre o pavimento,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim  ,-16.108482,-47.972524,3.0,0.0,0,3,0,0,3,Leve,Reta,Simples,Urbana,Adverso,Noite,VALPARAISO DE GOIAS,-0.24777323756972347,0.32782082028064846,-0.44333940891357887,0.1731225819046107,-0.4045238846104424,8
643404,2024-11-22,sexta-feira,06:46:00,DF,40,3    ,BRASILIA,Sim,Acumulo de areia ou detritos sobre o pavimento,Colisão lateral mesmo sentido,Com Vítimas Feridas,Amanhecer,Decrescente,Nublado,Dupla,Interseção de Vias;Reta,Sim  ,-16.00042,-47.984603,4.0,0.0,0,2,2,0,2,Leve,Reta,Simples,Urbana,Normal,Transicao,BRASILIA,-0.2434002244950228,-0.3685407799716764,0.6784802286071409,0.4037754826021861,-1.0107737773385668,9
643409,2024-11-22,sexta-feira,06:50:00,DF,40,"2,7  ",BRASILIA,Sim,Acumulo de areia ou detritos sobre o pavimento,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim  ,-15.99435,-47.985947,2.0,0.0,0,2,0,0,2,Leve,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.6184619289703231,0.047283667886018135,0.2303632893211014,0.2681116635734806,-0.09673301076072918,5
643521,2024-11-22,sexta-feira,17:00:00,GO,20,3    ,FORMOSA,Sim,Acumulo de óleo sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim  ,-15.567487,-47.320309,2.0,0.0,0,2,0,0,2,Leve,Reta,Simples,Urbana,Normal,Dia,FORMOSA,-0.6184619289703231,0.047283667886018135,0.2303632893211014,0.2681116635734806,-0.09673301076072918,5
643599,2024-11-22,sexta-feira,19:50:00,DF,251,57   ,BRASILIA,Não,Iluminação deficiente,Incêndio,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não  ,-15.978055,-47.95824,36.0,0.0,12,0,24,0,24,Grave,Reta,Simples,Rural,Normal,Noite,BRASILIA,-0.40823652355955176,-0.774582046237555,-0.46124379405495824,-0.2474287766546258,0.24862960449462207,1
643755,2024-11-23,sábado,16:45:00,DF,20,"5,6  ",BRASILIA,Não,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Não  ,-15.670546,-47.816044,12.0,0.0,0,6,6,0,6,Leve,Reta,Simples,Rural,Normal,Dia,BRASILIA,-0.1318883458154459,-0.19357492092812537,0.20313974864641113,0.21233598440209525,0.02029007389045485,5
644052,2024-11-24,domingo,19:17:00,GO,70,"2,3  ",AGUAS LINDAS DE GOIAS,Não,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Crescente,Nublado,Dupla,Curva,Não  ,-15.767021,-48.229945,6.0,6.0,0,0,0,0,24,Fatal,Curva,Simples,Rural,Normal,Noite,AGUAS LINDAS DE GOIAS,0.903592055989384,-1.0435845987498948,-0.3633561690981864,-0.20019866150312318,0.38905941104390607,4
644057,2024-11-24,domingo,22:17:00,GO,60,25   ,ALEXANIA,Não,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Reta,Sim  ,-16.10898,-48.448292,4.0,0.0,0,2,2,0,2,Leve,Reta,Simples,Urbana,Adverso,Noite,ALEXANIA,-0.24777323756972347,0.32782082028064846,-0.44333940891357887,0.1731225819046107,-0.4045238846104424,8
644067,2024-11-24,domingo,22:46:00,DF,70,7    ,BRASILIA,Sim,Acesso irregular,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim  ,-15.787601,-48.114429,9.0,0.0,0,6,3,0,6,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.556583029932239,-0.19573909410250648,-0.32787476673231714,0.29487991319011914,-0.478629531525502,1
644853,2024-11-28,quinta-feira,19:43:00,DF,20,40   ,BRASILIA,Não,Iluminação deficiente,Colisão frontal,Com Vítimas Fatais,Plena Noite,Decrescente,Nublado,Dupla,Reta;Aclive,Não  ,-15.581853,-47.512711,30.0,10.0,0,0,20,0,40,Fatal,Inclinacao,Simples,Rural,Normal,Noite,BRASILIA,0.827376102971263,-0.5685339717057084,-1.045541816138323,-0.22123704586158227,-0.010558403272763722,4
645452,2024-12-01,domingo,13:00:00,GO,60,"0,9  ",SANTO ANTONIO DO DESCOBERTO,Não,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Declive;Reta;Retorno Regulamentado,Não  ,-16.0593089,-48.2629982,8.0,0.0,0,4,4,0,4,Leve,Inclinacao,Simples,Rural,Normal,Dia,SANTO ANTONIO DO DESCOBERTO,0.370862795416916,0.09322664027451247,-0.012236955754587489,0.26697247034766003,0.15646383229611288,8
645708,2024-12-02,segunda-feira,14:20:00,GO,60,29   ,ALEXANIA,Não,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Dupla,Reta;Aclive,Não  ,-16.0963,-48.5202,40.0,20.0,10,0,10,0,100,Fatal,Inclinacao,Simples,Rural,Adverso,Dia,ALEXANIA,1.0743069962956941,0.19804870466597105,-0.6027684022661661,-0.3697626267637293,0.44544376440706873,2
645724,2024-12-02,segunda-feira,14:10:00,GO,40,42   ,LUZIANIA,Não,Pista Escorregadia,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Declive;Reta,Não  ,-16.37676,-47.830535,9.0,3.0,0,0,3,3,12,Fatal,Inclinacao,Simples,Rural,Adverso,Dia,LUZIANIA,1.0743069962956941,0.19804870466597105,-0.6027684022661661,-0.3697626267637293,0.44544376440706873,2
646749,2024-10-29,terça-feira,06:34:00,GO,40,76   ,CRISTALINA,Não,Sinalização mal posicionada,Atropelamento de Pedestre,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Em Obras;Reta,Sim  ,-16.644545,-47.739479,16.0,4.0,0,0,4,8,16,Fatal,Reta,Simples,Urbana,Normal,Dia,CRISTALINA,-0.2238275204540604,-0.37145418210567815,-0.24470351500921547,-0.24686610225240022,0.11814127443516707,1
647110,2024-12-08,domingo,16:36:00,GO,80,113  ,VILA PROPICIO,Não,Problema na suspensão,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Simples,Declive;Reta,Não  ,-15.208875,-48.697312,2.0,0.0,0,0,2,0,0,Sem_Lesoes,Inclinacao,Simples,Rural,Adverso,Dia,VILA PROPICIO,0.6100265905248847,0.9987747899113772,0.09340727435527423,-0.7179464256476774,0.16823461748209498,7
647381,2024-12-09,segunda-feira,22:35:00,DF,80,23   ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não  ,-15.638944,-48.20079,4.0,0.0,0,0,4,0,0,Sem_Lesoes,Reta,Simples,Rural,Normal,Noite,BRASILIA,-0.13965544403190844,-0.054609447662939965,-0.133989435115884,-0.6240573306910951,-0.4239413086033955,8
647492,2024-12-10,terça-feira,12:54:00,DF,251,5    ,BRASILIA,Não,Velocidade Incompatível,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não  ,-16.007332,-47.552052,16.0,0.0,8,8,0,0,24,Grave,Reta,Simples,Rural,Normal,Dia,BRASILIA,-0.47011542259763595,-0.5315592842490304,0.09699426199846035,-0.27419702627126435,0.6305261252593949,1
647790,2024-12-11,quarta-feira,19:00:00,DF,70,10   ,BRASILIA,Não,Trafegar com motocicleta (ou similar) entre as faixas,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.787066,-48.140709,27.0,0.0,9,9,9,0,27,Grave,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.8948101067144291,-0.5337234574234115,-0.43402025338026795,-0.19165309748324044,0.13160651984343805,1
647902,2024-12-12,quinta-feira,10:20:00,GO,20,127  ,FLORES DE GOIAS,Sim,Acumulo de água sobre o pavimento,Capotamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não  ,-14.849504,-46.766163,16.0,0.0,0,0,16,0,0,Sem_Lesoes,Reta,Simples,Rural,Adverso,Dia,FLORES DE GOIAS,0.1072754492925229,0.7119732287087395,0.30878397875627284,-0.7725829115932421,0.032060859076436965,0
647930,2024-12-12,quinta-feira,14:15:00,DF,70,14   ,BRASILIA,Não,Demais falhas na via,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.7990775,-48.1824088,32.0,0.0,0,16,16,0,16,Leve,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.6184619289703231,0.047283667886018135,0.2303632893211014,0.2681116635734806,-0.09673301076072918,5
647931,2024-12-12,quinta-feira,14:20:00,DF,20,"21,7 ",BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Declive;Retorno Regulamentado;Reta,Sim  ,-15.603384,-47.684692,124.70000000000022,0.0,0,6,120,12,6,Leve,Inclinacao,Simples,Urbana,Adverso,Dia,BRASILIA,0.1930990046245542,0.8576451434718108,-0.10047805726115894,0.20099081823353687,0.11354639455998848,7
648242,2024-12-13,sexta-feira,19:00:00,DF,20,2    ,BRASILIA,Não,Iluminação deficiente,Atropelamento de Pedestre,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta;Aclive,Não  ,-15.682896,-47.840729,12.0,0.0,0,6,6,0,6,Leve,Inclinacao,Simples,Rural,Normal,Transicao,BRASILIA,0.7459244998922164,-0.322597807583182,0.435879983531452,0.4026362893763655,-0.7575769342817248,3
648606,2024-12-15,domingo,03:30:00,DF,20,9    ,BRASILIA,Não,Ausência de reação do condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Chuva,Dupla,Declive;Reta,Sim  ,-15.654671,-47.782917,2.0,0.0,0,0,2,0,0,Sem_Lesoes,Inclinacao,Simples,Urbana,Adverso,Noite,BRASILIA,0.18533190640809163,0.9966106167369961,-0.43760724102345405,-0.6354024968596534,-0.3306849879338619,7
648676,2024-12-15,domingo,11:25:00,DF,20,16   ,BRASILIA,Sim,Pista Escorregadia,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.625675,-47.725159,2.0,0.0,0,0,2,0,0,Sem_Lesoes,Reta,Simples,Urbana,Normal,Dia,BRASILIA,-0.6881079262248699,0.4292719031397281,0.45147216161222486,-0.5950499011363483,-0.15906787248980672,5
648773,2024-12-15,domingo,17:00:00,DF,60,"27,4 ",BRASILIA,Não,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Declive;Reta,Não  ,-16.012222,-48.247662,8.0,0.0,0,8,0,0,8,Leve,Inclinacao,Simples,Rural,Adverso,Dia,BRASILIA,0.6796725877794315,0.6167865546576673,-0.12770159793584923,0.14521513906215155,0.2305694792111725,2
649039,2024-12-16,segunda-feira,20:15:00,DF,80,"22,4 ",BRASILIA,Não,Iluminação deficiente,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim  ,-15.647892,-48.201756,9.0,0.0,0,3,6,0,3,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.556583029932239,-0.19573909410250648,-0.32787476673231714,0.29487991319011914,-0.478629531525502,1
649185,2024-12-17,terça-feira,13:40:00,GO,40,53   ,LUZIANIA,Não,Acumulo de água sobre o pavimento,Capotamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta;Aclive,Não  ,-16.468106,-47.807867,6.0,0.0,0,0,0,6,0,Sem_Lesoes,Inclinacao,Simples,Rural,Adverso,Dia,LUZIANIA,0.6100265905248847,0.9987747899113772,0.09340727435527423,-0.7179464256476774,0.16823461748209498,7
649254,2024-12-17,terça-feira,20:20:00,GO,414,404  ,CORUMBA DE GOIAS,Não,Velocidade Incompatível,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Curva,Não  ,-16.0090039,-48.8416308,15.0,0.0,0,3,3,9,3,Leve,Curva,Simples,Rural,Adverso,Noite,CORUMBA DE GOIAS,0.8177674398356367,-0.10128683437504378,-0.0037540069491312825,0.19302177303724918,0.2482907727630695,3
649606,2024-12-19,quinta-feira,13:57:00,GO,50,"119,4",CRISTALINA,Não,Velocidade Incompatível,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Declive,Não  ,-16.9309,-47.7117,8.0,0.0,0,4,4,0,4,Leve,Inclinacao,Simples,Rural,Adverso,Dia,CRISTALINA,0.6796725877794315,0.6167865546576673,-0.12770159793584923,0.14521513906215155,0.2305694792111725,2
649864,2024-12-20,sexta-feira,16:00:00,DF,20,"18,8 ",BRASILIA,Sim,Reação tardia ou ineficiente do condutor,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Declive;Reta;Retorno Regulamentado,Sim  ,-15.616901,-47.708927,27.0,0.0,0,0,9,18,0,Sem_Lesoes,Inclinacao,Simples,Urbana,Adverso,Dia,BRASILIA,0.12345300737000746,1.2396333787255207,0.12063081502996452,-0.662170746476292,0.051211532830910955,7
649901,2024-12-20,sexta-feira,17:10:00,DF,40,6    ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim  ,-16.029741,-47.978867,16.0,0.0,0,8,8,0,8,Leve,Reta,Simples,Urbana,Adverso,Dia,BRASILIA,-0.30965213660780766,0.570843582269173,0.11489864713983966,0.14635433228797215,-0.02262736384566955,8
650718,2024-12-23,segunda-feira,07:30:00,GO,251,29   ,CRISTALINA,Não,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não  ,-16.088117,-47.5156516,8.0,0.0,4,0,4,0,8,Grave,Reta,Simples,Rural,Normal,Dia,CRISTALINA,-0.47011542259763595,-0.5315592842490304,0.09699426199846035,-0.27419702627126435,0.6305261252593949,1
650758,2024-12-23,segunda-feira,11:40:00,GO,60,"29,5 ",ALEXANIA,Não,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta;Declive,Sim  ,-16.098022,-48.480178,6.0,0.0,0,4,2,0,4,Leve,Inclinacao,Simples,Urbana,Adverso,Dia,ALEXANIA,0.1930990046245542,0.8576451434718108,-0.10047805726115894,0.20099081823353687,0.11354639455998848,7
651102,2024-12-24,terça-feira,22:40:00,GO,20,8    ,FORMOSA,Sim,Desrespeitar a preferência no cruzamento,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Sim  ,-15.554792,-47.274769,18.0,0.0,6,0,12,0,12,Grave,Curva,Simples,Urbana,Adverso,Noite,FORMOSA,-0.007033220101430647,-0.19841260888180534,-0.08267595292239176,-0.23773555846472508,0.7415037394808256,8
651888,2024-12-28,sábado,13:45:00,GO,40,42   ,LUZIANIA,Sim,Acumulo de água sobre o pavimento,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não  ,-16.37676,-47.830535,4.0,0.0,0,1,3,0,1,Leve,Curva,Simples,Rural,Adverso,Dia,LUZIANIA,0.7558885407975525,0.1417359276134808,0.5544840491042873,0.16625352342061064,0.6301872935278424,0
656770,2024-07-26,sexta-feira,21:45:00,DF,80,25   ,BRASILIA,Não,Iluminação deficiente,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim  ,-15.62121,-48.198963,8.0,0.0,4,0,4,0,8,Grave,Reta,Simples,Urbana,Normal,Noite,BRASILIA,-0.8948101067144291,-0.5337234574234115,-0.43402025338026795,-0.19165309748324044,0.13160651984343805,1
